contig_id	count	cpm	tpm	fpkm	length
k127_9473	98	1893.61	5606.33	108328.62	579
k127_2262	155	2995.00	8643.24	167009.42	594
k127_1058	2	38.65	132.23	2554.98	501
k127_4077	201	3883.83	6863.66	132623.36	970
k127_1858	12	231.87	571.91	11050.76	695
k127_4079	2	38.65	122.68	2370.46	540
k127_1263	52	1004.77	2796.11	54027.93	616
k127_7868	4	77.29	257.27	4971.05	515
k127_4084	4	77.29	240.02	4637.85	552
k127_8488	269	5197.77	5297.34	102358.05	1682
k127_6664	79	1526.48	5120.80	98946.83	511
k127_8068	67	1294.61	3273.23	63247.13	678
k127_868	685	13235.95	6626.56	128042.02	3424
k127_8886	206	3980.45	8681.12	167741.45	786
k127_3061	96	1854.96	6284.23	121427.33	506
k127_265	2	38.65	123.13	2379.27	538
k127_8269	2	38.65	125.94	2433.55	526
k127_5265	94	1816.32	3451.86	66698.65	902
k127_9665	12	231.87	669.15	12929.76	594
k127_3680	4	77.29	236.17	4563.45	561
k127_7873	126	2434.64	5609.56	108391.03	744
k127_5469	2	38.65	116.22	2245.70	570
k127_9896	2	38.65	131.96	2549.89	502
k127_654	102	1970.90	5990.35	115748.88	564
k127_9901	77	1487.84	5000.94	96630.95	510
k127_4295	105	2028.87	3190.76	61653.61	1090
k127_7280	261	5043.19	6135.65	118556.46	1409
k127_4111	88	1700.38	5693.04	110003.99	512
k127_6082	94	1816.32	4957.92	95799.65	628
k127_4113	94	1816.32	3471.10	67070.44	897
k127_889	12	231.87	758.54	14657.02	524
k127_4115	2	38.65	132.49	2560.09	500
k127_4508	308	5951.35	5633.31	108849.89	1811
k127_5483	117	2260.74	5412.58	104584.80	716
k127_6477	2	38.65	124.76	2410.63	531
k127_9503	100	1932.26	6559.03	126737.27	505
k127_7513	126	2434.64	7134.21	137851.15	585
k127_8903	54	1043.42	3160.16	61062.28	566
k127_7296	166	3207.54	4764.68	92065.73	1154
k127_3886	71	1371.90	3861.64	74616.83	609
k127_3310	78	1507.16	4221.57	81571.58	612
k127_8093	249	4811.32	8182.20	158100.97	1008
k127_484	4	77.29	264.46	5109.97	501
k127_1308	126	2434.64	7037.96	135991.44	593
k127_668	12	231.87	458.98	8868.68	866
k127_128	72	1391.22	4491.27	86782.81	531
k127_3693	1345	25988.83	4527.04	87473.96	9841
k127_492	2	38.65	118.72	2293.99	558
k127_6321	50	966.13	3241.01	62624.58	511
k127_2881	97	1874.29	6016.75	116258.90	534
k127_7901	206	3980.45	6431.07	124264.64	1061
k127_7315	2	38.65	131.70	2544.82	503
k127_4538	79	1526.48	5003.30	96676.54	523
k127_4949	104	2009.55	5592.22	108055.86	616
k127_1326	102	1970.90	2402.96	46431.27	1406
k127_7324	2	38.65	129.89	2509.89	510
k127_7540	69	1333.26	4395.18	84926.15	520
k127_3330	149	2879.06	4582.49	88545.46	1077
k127_141	2	38.65	130.15	2514.83	509
k127_9097	199	3845.19	12749.52	246353.22	517
k127_6510	2	38.65	125.47	2424.33	528
k127_4145	4	77.29	244.00	4714.72	543
k127_7327	2	38.65	127.15	2456.90	521
k127_8704	2	38.65	126.67	2447.51	523
k127_520	1325	25602.38	42692.74	824932.62	1028
k127_7132	198	3825.87	6584.72	127233.53	996
k127_1717	112	2164.13	6769.69	130807.66	548
k127_1335	100	1932.26	3050.01	58934.00	1086
k127_6718	92	1777.67	4922.98	95124.61	619
k127_7334	41	792.22	2673.32	51655.42	508
k127_5101	2	38.65	120.89	2335.85	548
k127_1719	87	1681.06	3540.19	68405.43	814
k127_529	153	2956.35	6829.97	131972.44	742
k127_6347	2	38.65	122.45	2366.07	541
k127_1723	96	1854.96	6210.59	120004.35	512
k127_7733	2	38.65	113.05	2184.38	586
k127_7553	325	6279.83	6449.98	124630.04	1669
k127_5660	2060	39804.46	5404.64	104431.51	12625
k127_8937	64	1236.64	4189.49	80951.55	506
k127_8713	274	5294.38	4223.24	81603.70	2149
k127_3916	2	38.65	130.15	2514.83	509
k127_5114	905	17486.91	24292.08	469384.92	1234
k127_8943	2	38.65	128.88	2490.36	514
k127_5115	154	2975.67	6029.50	116505.40	846
